metric,values,metric_name
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.teql0', 'device': 'teql0', 'dimension': 'received', 'family': 'teql0', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.teql0', 'device': 'teql0', 'dimension': 'sent', 'family': 'teql0', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.tunl0', 'device': 'tunl0', 'dimension': 'received', 'family': 'tunl0', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.tunl0', 'device': 'tunl0', 'dimension': 'sent', 'family': 'tunl0', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth01569a6', 'device': 'veth01569a6', 'dimension': 'received', 'family': 'veth01569a6', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '3.072'], [1742291640, '3.072'], [1742291700, '3.072'], [1742291760, '3.072'], [1742291820, '3.072'], [1742291880, '3.072'], [1742291940, '3.072'], [1742292000, '3.072'], [1742292060, '3.072'], [1742292120, '3.2064'], [1742292180, '3.072'], [1742292240, '3.072'], [1742292300, '3.072'], [1742292360, '3.072'], [1742292420, '3.072'], [1742292480, '3.072'], [1742292540, '3.072'], [1742292600, '3.072'], [1742292660, '3.072'], [1742292720, '3.072'], [1742292780, '3.072'], [1742292840, '3.072'], [1742292900, '3.072'], [1742292960, '3.7184'], [1742293020, '3.7184'], [1742293080, '3.7184'], [1742293140, '3.479901'], [1742293200, '3.479901'], [1742293260, '3.479901'], [1742293320, '3.4803528'], [1742293380, '3.4803528'], [1742293440, '3.4803528'], [1742293500, '3.4803528'], [1742293560, '3.4803528'], [1742293680, '3.3109989'], [1742293740, '3.3107469'], [1742293800, '3.3116669'], [1742293860, '3.3109181'], [1742293920, '3.3106756'], [1742293980, '3.5842298'], [1742294040, '3.5842298'], [1742294100, '3.5842298'], [1742294160, '3.5842298'], [1742294220, '3.5842298']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth01569a6', 'device': 'veth01569a6', 'dimension': 'sent', 'family': 'veth01569a6', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '-0.8496001'], [1742291640, '-0.7824'], [1742291700, '-0.7823999'], [1742291760, '-0.7824'], [1742291820, '-0.7824'], [1742291880, '-0.7823999'], [1742291940, '-0.7824'], [1742292000, '-0.7823999'], [1742292060, '-0.7824'], [1742292120, '-0.9167999'], [1742292180, '-0.7824001'], [1742292240, '-0.7823999'], [1742292300, '-0.7824'], [1742292360, '-0.7823999'], [1742292420, '-0.7823999'], [1742292480, '-0.7824001'], [1742292540, '-0.7824001'], [1742292600, '-0.7824'], [1742292660, '-0.7824'], [1742292720, '-0.7824'], [1742292780, '-0.7824001'], [1742292840, '-0.7824'], [1742292900, '-0.7824'], [1742292960, '-1.0496002'], [1742293020, '-1.0496002'], [1742293080, '-1.0496002'], [1742293140, '-0.9510125'], [1742293200, '-0.9510125'], [1742293260, '-0.9510125'], [1742293320, '-0.9511993'], [1742293380, '-0.9511993'], [1742293440, '-0.9511993'], [1742293500, '-0.9511993'], [1742293560, '-0.9511993'], [1742293680, '-0.881194'], [1742293740, '-0.8810898'], [1742293800, '-0.8814703'], [1742293860, '-0.8811607'], [1742293920, '-0.8810604'], [1742293980, '-1.0560872'], [1742294040, '-1.0560872'], [1742294100, '-1.0560872'], [1742294160, '-1.0560872'], [1742294220, '-1.0560872']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth1bb4112', 'device': 'veth1bb4112', 'dimension': 'received', 'family': 'veth1bb4112', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '8.08'], [1742291640, '8.0799996'], [1742291700, '8.0800002'], [1742291760, '8.0799994'], [1742291820, '8.0800002'], [1742291880, '8.0799992'], [1742291940, '8.0800002'], [1742292000, '8.0800004'], [1742292060, '8.0799998'], [1742292120, '8.0799992'], [1742292180, '8.0799998'], [1742292240, '8.079999'], [1742292300, '8.0800006'], [1742292360, '8.0800006'], [1742292420, '8.0799992'], [1742292480, '8.0800006'], [1742292540, '8.0800002'], [1742292600, '8.0800002'], [1742292660, '8.3279906'], [1742292720, '8.3298032'], [1742292780, '8.3177027'], [1742292840, '8.3178548'], [1742292900, '8.3188479'], [1742292960, '8.485566'], [1742293020, '8.485566'], [1742293080, '8.485566'], [1742293140, '8.4923394'], [1742293200, '8.4923394'], [1742293260, '8.4923394'], [1742293320, '8.511167'], [1742293380, '8.511167'], [1742293440, '8.511167'], [1742293500, '8.511167'], [1742293560, '8.511167'], [1742293680, '8.7171454'], [1742293740, '8.7248236'], [1742293800, '8.7064497'], [1742293860, '8.7212085'], [1742293920, '8.7252467'], [1742293980, '8.0702312'], [1742294040, '8.0702312'], [1742294100, '8.0702312'], [1742294160, '8.0702312'], [1742294220, '8.0702312']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth1bb4112', 'device': 'veth1bb4112', 'dimension': 'sent', 'family': 'veth1bb4112', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '-0.8495999'], [1742291640, '-0.7823999'], [1742291700, '-0.7824'], [1742291760, '-0.7823999'], [1742291820, '-0.7823999'], [1742291880, '-0.7823999'], [1742291940, '-0.7824'], [1742292000, '-0.7824'], [1742292060, '-0.7824'], [1742292120, '-0.7824'], [1742292180, '-0.7824'], [1742292240, '-0.7824'], [1742292300, '-0.7824'], [1742292360, '-0.7824'], [1742292420, '-0.7824'], [1742292480, '-0.7824'], [1742292540, '-0.7823999'], [1742292600, '-0.7824'], [1742292660, '-0.8807714'], [1742292720, '-0.8807898'], [1742292780, '-0.8809023'], [1742292840, '-0.8809652'], [1742292900, '-0.8813767'], [1742292960, '-0.9504636'], [1742293020, '-0.9504636'], [1742293080, '-0.9504636'], [1742293140, '-0.9514771'], [1742293200, '-0.9514771'], [1742293260, '-0.9514771'], [1742293320, '-0.9517115'], [1742293380, '-0.9517115'], [1742293440, '-0.9517115'], [1742293500, '-0.9517115'], [1742293560, '-0.9517115'], [1742293680, '-1.0488589'], [1742293740, '-1.049602'], [1742293800, '-1.0478231'], [1742293860, '-1.0492522'], [1742293920, '-1.0496432'], [1742293980, '-0.7814541'], [1742294040, '-0.7814541'], [1742294100, '-0.7814541'], [1742294160, '-0.7814541'], [1742294220, '-0.7814541']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth1c0bf0d', 'device': 'veth1c0bf0d', 'dimension': 'received', 'family': 'veth1c0bf0d', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth1c0bf0d', 'device': 'veth1c0bf0d', 'dimension': 'sent', 'family': 'veth1c0bf0d', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth1fc5804', 'device': 'veth1fc5804', 'dimension': 'received', 'family': 'veth1fc5804', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '0.6703376'], [1742291640, '0.6709102'], [1742291700, '0.6705972'], [1742291760, '0.674146'], [1742291820, '0.680697'], [1742291880, '0.6719106'], [1742291940, '0.6707106'], [1742292000, '0.6860004'], [1742292060, '0.7187496'], [1742292120, '1.048848'], [1742292180, '1.0497642'], [1742292240, '1.6763764'], [1742292300, '1.720563'], [1742292360, '1.7671112'], [1742292420, '2.2541828'], [1742292480, '2.3067103'], [1742292540, '3.195882'], [1742292600, '3.1624116'], [1742292660, '3.5501538'], [1742292720, '3.5929846'], [1742292780, '3.5174672'], [1742292840, '3.4948848'], [1742292900, '3.5477648'], [1742292960, '4.4256278'], [1742293020, '4.4256278'], [1742293080, '4.4256278'], [1742293140, '3.769516'], [1742293200, '3.769516'], [1742293260, '3.769516'], [1742293320, '3.857834'], [1742293380, '3.857834'], [1742293440, '3.857834'], [1742293500, '3.857834'], [1742293560, '3.857834'], [1742293680, '6.9457744'], [1742293740, '6.993337'], [1742293800, '6.980311'], [1742293860, '6.9873064'], [1742293920, '7.0060428'], [1742293980, '0.9761628'], [1742294040, '0.9761628'], [1742294100, '0.9761628'], [1742294160, '0.9761628'], [1742294220, '0.9761628']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth1fc5804', 'device': 'veth1fc5804', 'dimension': 'sent', 'family': 'veth1fc5804', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '-0.712754'], [1742291640, '-0.6591088'], [1742291700, '-0.6588014'], [1742291760, '-0.659388'], [1742291820, '-0.662316'], [1742291880, '-0.6612642'], [1742291940, '-0.6594926'], [1742292000, '-0.661712'], [1742292060, '-0.6646054'], [1742292120, '-0.9827416'], [1742292180, '-0.983047'], [1742292240, '-1.6280082'], [1742292300, '-1.6775194'], [1742292360, '-1.6296272'], [1742292420, '-2.1800666'], [1742292480, '-2.1794055'], [1742292540, '-3.0782362'], [1742292600, '-3.0766646'], [1742292660, '-3.4566982'], [1742292720, '-3.4933318'], [1742292780, '-3.408648'], [1742292840, '-3.4019478'], [1742292900, '-3.3847872'], [1742292960, '-3.9226516'], [1742293020, '-3.9226516'], [1742293080, '-3.9226516'], [1742293140, '-3.508052'], [1742293200, '-3.508052'], [1742293260, '-3.508052'], [1742293320, '-3.579892'], [1742293380, '-3.579892'], [1742293440, '-3.579892'], [1742293500, '-3.579892'], [1742293560, '-3.579892'], [1742293680, '-6.6710728'], [1742293740, '-6.58904'], [1742293800, '-6.5515082'], [1742293860, '-6.6261124'], [1742293920, '-6.6257186'], [1742293980, '-0.7195428'], [1742294040, '-0.7195428'], [1742294100, '-0.7195428'], [1742294160, '-0.7195428'], [1742294220, '-0.7195428']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth23f17db', 'device': 'veth23f17db', 'dimension': 'received', 'family': 'veth23f17db', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '0.2321684'], [1742291640, '0.3392'], [1742291700, '0'], [1742291760, '0.3857801'], [1742291820, '0.6993645'], [1742291880, '0.3968'], [1742291940, '0.5219952'], [1742292000, '0.1896083'], [1742292060, '0.2138788'], [1742292120, '0.410757'], [1742292180, '0.3392'], [1742292240, '0.3392'], [1742292300, '0'], [1742292360, '0.1696'], [1742292420, '0.3392'], [1742292480, '0.3392'], [1742292540, '0.2762585'], [1742292600, '0.3392'], [1742292660, '0.1248725'], [1742292720, '0.2140095'], [1742292780, '0.1067976'], [1742292840, '0.512'], [1742292900, '0.6816'], [1742292960, '0.3392'], [1742293020, '0.3392'], [1742293080, '0.3392'], [1742293140, '0.3392'], [1742293200, '0.3392'], [1742293260, '0.3392'], [1742293320, '0.3392'], [1742293380, '0.3392'], [1742293440, '0.3392'], [1742293500, '0.3392'], [1742293560, '0.3392'], [1742293680, '0'], [1742293740, '0.2138231'], [1742293800, '0.8230839'], [1742293860, '0.9216001'], [1742293920, '0.6379706'], [1742293980, '0.448'], [1742294040, '0.448'], [1742294100, '0.448'], [1742294160, '0.448'], [1742294220, '0.448']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth23f17db', 'device': 'veth23f17db', 'dimension': 'sent', 'family': 'veth23f17db', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '-0.2993684'], [1742291640, '-0.3392'], [1742291700, '0'], [1742291760, '-0.4201265'], [1742291820, '-0.6816'], [1742291880, '-0.3424'], [1742291940, '-0.4675953'], [1742292000, '-0.2097541'], [1742292060, '-0.2138788'], [1742292120, '-0.410757'], [1742292180, '-0.3392'], [1742292240, '-0.3392'], [1742292300, '0'], [1742292360, '-0.1696'], [1742292420, '-0.3392'], [1742292480, '-0.3392'], [1742292540, '-0.2762585'], [1742292600, '-0.3392'], [1742292660, '-0.1248725'], [1742292720, '-0.2140095'], [1742292780, '-0.1067976'], [1742292840, '-0.5664'], [1742292900, '-0.736'], [1742292960, '-0.3392'], [1742293020, '-0.3392'], [1742293080, '-0.3392'], [1742293140, '-0.3392'], [1742293200, '-0.3392'], [1742293260, '-0.3392'], [1742293320, '-0.3392'], [1742293380, '-0.3392'], [1742293440, '-0.3392'], [1742293500, '-0.3392'], [1742293560, '-0.3392'], [1742293680, '0'], [1742293740, '-0.2138231'], [1742293800, '-0.7025077'], [1742293860, '-0.8704001'], [1742293920, '-0.5169253'], [1742293980, '-0.5024'], [1742294040, '-0.5024'], [1742294100, '-0.5024'], [1742294160, '-0.5024'], [1742294220, '-0.5024']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth36e66c8', 'device': 'veth36e66c8', 'dimension': 'received', 'family': 'veth36e66c8', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291640, '7.7187333'], [1742291700, '7.9305493'], [1742291760, '6.981429'], [1742291820, '8.2084361'], [1742291880, '6.8750096'], [1742291940, '7.5459209'], [1742292000, '54.9130714'], [1742292060, '8.1460537'], [1742292120, '6.872497'], [1742292180, '7.7446163'], [1742292240, '6.7673727'], [1742292300, '7.1497949'], [1742292360, '8.03631'], [1742292420, '7.9901544'], [1742292480, '7.4005745'], [1742292540, '7.6774524'], [1742292600, '7.6104638'], [1742292660, '7.5458423'], [1742292720, '8.1408304'], [1742292780, '8.4066602'], [1742292840, '7.0853845'], [1742292900, '6.7628536'], [1742292960, '6.8843542'], [1742293020, '6.8843542'], [1742293080, '6.8843542'], [1742293140, '7.5106003'], [1742293200, '7.5106003'], [1742293260, '7.5106003'], [1742293320, '338.02742'], [1742293380, '338.02742'], [1742293440, '338.02742'], [1742293500, '338.02742'], [1742293560, '338.02742'], [1742293680, '7.0848529'], [1742293740, '7.0863734'], [1742293800, '7.1078604'], [1742293860, '7.8247259'], [1742293920, '6.9426787'], [1742293980, '6.767701'], [1742294040, '6.767701'], [1742294100, '6.767701'], [1742294160, '6.767701'], [1742294220, '6.767701']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth36e66c8', 'device': 'veth36e66c8', 'dimension': 'sent', 'family': 'veth36e66c8', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291640, '-147.9127114'], [1742291700, '-162.1458776'], [1742291760, '-147.7340224'], [1742291820, '-163.3384374'], [1742291880, '-148.1975438'], [1742291940, '-147.9633978'], [1742292000, '-149.8495082'], [1742292060, '-161.1059744'], [1742292120, '-148.1478836'], [1742292180, '-148.2442654'], [1742292240, '-148.3164006'], [1742292300, '-148.3951526'], [1742292360, '-161.0970086'], [1742292420, '-150.4525196'], [1742292480, '-147.7402368'], [1742292540, '-147.906215'], [1742292600, '-147.9903492'], [1742292660, '-148.6849882'], [1742292720, '-160.9641532'], [1742292780, '-149.366008'], [1742292840, '-147.937856'], [1742292900, '-148.160146'], [1742292960, '-147.93704'], [1742293020, '-147.93704'], [1742293080, '-147.93704'], [1742293140, '-147.622787'], [1742293200, '-147.622787'], [1742293260, '-147.622787'], [1742293320, '-174.083652'], [1742293380, '-174.083652'], [1742293440, '-174.083652'], [1742293500, '-174.083652'], [1742293560, '-174.083652'], [1742293680, '-147.2417566'], [1742293740, '-147.2749658'], [1742293800, '-147.2875316'], [1742293860, '-159.1336442'], [1742293920, '-147.5557578'], [1742293980, '-147.7300856'], [1742294040, '-147.7300856'], [1742294100, '-147.7300856'], [1742294160, '-147.7300856'], [1742294220, '-147.7300856']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth3e5cbda', 'device': 'veth3e5cbda', 'dimension': 'received', 'family': 'veth3e5cbda', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '0.2376986'], [1742291640, '0.2377246'], [1742291700, '0.2376041'], [1742291760, '0.2378201'], [1742291820, '0.2388857'], [1742291880, '0.2388862'], [1742291940, '0.2378718'], [1742292000, '0.2386678'], [1742292060, '0.2397182'], [1742292120, '0.2378023'], [1742292180, '0.2378717'], [1742292240, '0.2376178'], [1742292300, '0.2416637'], [1742292360, '0.2378475'], [1742292420, '0.6448001'], [1742292480, '0.6448001'], [1742292540, '0.6448'], [1742292600, '0.6447999'], [1742292660, '0.6448'], [1742292720, '0.6784'], [1742292780, '0.6447999'], [1742292840, '0.6447999'], [1742292900, '0.6448'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0.6560001'], [1742293740, '0.6447999'], [1742293800, '0.6448'], [1742293860, '0.6448'], [1742293920, '0.6448'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth3e5cbda', 'device': 'veth3e5cbda', 'dimension': 'sent', 'family': 'veth3e5cbda', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '-0.1657004'], [1742291640, '-0.0985112'], [1742291700, '-0.0984612'], [1742291760, '-0.0985508'], [1742291820, '-0.0989923'], [1742291880, '-0.0987475'], [1742291940, '-0.0985722'], [1742292000, '-0.098902'], [1742292060, '-0.0993373'], [1742292120, '-0.0985434'], [1742292180, '-0.0985721'], [1742292240, '-0.0984669'], [1742292300, '-0.0984338'], [1742292360, '-0.0985621'], [1742292420, '-0.2672'], [1742292480, '-0.2672'], [1742292540, '-0.2672'], [1742292600, '-0.2672'], [1742292660, '-0.2672'], [1742292720, '-0.3008'], [1742292780, '-0.2672'], [1742292840, '-0.2672'], [1742292900, '-0.2672'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '-0.2672'], [1742293740, '-0.2672'], [1742293800, '-0.2672'], [1742293860, '-0.2672'], [1742293920, '-0.2672'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth3f914b6', 'device': 'veth3f914b6', 'dimension': 'received', 'family': 'veth3f914b6', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0.1344'], [1742292300, '0.0672'], [1742292360, '0.0672'], [1742292420, '0.0672'], [1742292480, '0.0672'], [1742292540, '0.0672'], [1742292600, '0.0672'], [1742292660, '0.0672'], [1742292720, '0.0672'], [1742292780, '0.0672'], [1742292840, '0.3904'], [1742292900, '0.3904'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0.2181636'], [1742293740, '0.2186072'], [1742293800, '0.2173324'], [1742293860, '0.2184015'], [1742293920, '0.9998806'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth3f914b6', 'device': 'veth3f914b6', 'dimension': 'sent', 'family': 'veth3f914b6', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '-0.1344'], [1742292300, '-0.0672'], [1742292360, '-0.0672'], [1742292420, '-0.0672'], [1742292480, '-0.0672'], [1742292540, '-0.0672'], [1742292600, '-0.0672'], [1742292660, '-0.0672'], [1742292720, '-0.0672'], [1742292780, '-0.0672'], [1742292840, '-0.4096'], [1742292900, '-0.4096'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '-0.0995309'], [1742293740, '-0.0997332'], [1742293800, '-0.0991516'], [1742293860, '-0.0996394'], [1742293920, '-0.7559582'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
