metric,values,metric_name
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth4712e04', 'device': 'veth4712e04', 'dimension': 'received', 'family': 'veth4712e04', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth4712e04', 'device': 'veth4712e04', 'dimension': 'sent', 'family': 'veth4712e04', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth5a5ab31', 'device': 'veth5a5ab31', 'dimension': 'received', 'family': 'veth5a5ab31', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '0.1107813'], [1742291640, '0.0672'], [1742291700, '0.1856'], [1742291760, '0.0672'], [1742291820, '0.1856'], [1742291880, '0.0672'], [1742291940, '0.1856'], [1742292000, '0'], [1742292060, '0.1856'], [1742292120, '0.0672'], [1742292180, '0.1169187'], [1742292240, '0.0683913'], [1742292300, '0.0247541'], [1742292360, '0.1856'], [1742292420, '0'], [1742292480, '0.1856'], [1742292540, '0'], [1742292600, '0.1856'], [1742292660, '0'], [1742292720, '0.1171788'], [1742292780, '0.068365'], [1742292840, '0.049533'], [1742292900, '0.1856'], [1742292960, '0.0697906'], [1742293020, '0.0697906'], [1742293080, '0.0697906'], [1742293140, '0.0248237'], [1742293200, '0.0248237'], [1742293260, '0.0248237'], [1742293320, '0.1856'], [1742293380, '0.1856'], [1742293440, '0.1856'], [1742293500, '0.1856'], [1742293560, '0.1856'], [1742293680, '0.1856'], [1742293740, '0'], [1742293800, '0.1856'], [1742293860, '0'], [1742293920, '0.1170918'], [1742293980, '0.1167998'], [1742294040, '0.1167998'], [1742294100, '0.1167998'], [1742294160, '0.1167998'], [1742294220, '0.1167998']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth5a5ab31', 'device': 'veth5a5ab31', 'dimension': 'sent', 'family': 'veth5a5ab31', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '-0.1779813'], [1742291640, '-0.0672'], [1742291700, '-0.1856'], [1742291760, '-0.0672'], [1742291820, '-0.1856'], [1742291880, '-0.0672'], [1742291940, '-0.1856'], [1742292000, '0'], [1742292060, '-0.1856'], [1742292120, '-0.0672'], [1742292180, '-0.1169187'], [1742292240, '-0.0683913'], [1742292300, '-0.0247541'], [1742292360, '-0.1856'], [1742292420, '0'], [1742292480, '-0.1856'], [1742292540, '0'], [1742292600, '-0.1856'], [1742292660, '0'], [1742292720, '-0.1171788'], [1742292780, '-0.068365'], [1742292840, '-0.049533'], [1742292900, '-0.1856'], [1742292960, '-0.0697906'], [1742293020, '-0.0697906'], [1742293080, '-0.0697906'], [1742293140, '-0.0248237'], [1742293200, '-0.0248237'], [1742293260, '-0.0248237'], [1742293320, '-0.1856'], [1742293380, '-0.1856'], [1742293440, '-0.1856'], [1742293500, '-0.1856'], [1742293560, '-0.1856'], [1742293680, '-0.1856'], [1742293740, '0'], [1742293800, '-0.1856'], [1742293860, '0'], [1742293920, '-0.1170918'], [1742293980, '-0.1167998'], [1742294040, '-0.1167998'], [1742294100, '-0.1167998'], [1742294160, '-0.1167998'], [1742294220, '-0.1167998']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth5bec475', 'device': 'veth5bec475', 'dimension': 'received', 'family': 'veth5bec475', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291640, '0.1696'], [1742291700, '0.1069399'], [1742291760, '0.1696'], [1742291820, '0.1740982'], [1742291880, '0.3392'], [1742291940, '0.276349'], [1742292000, '0.1696'], [1742292060, '0.1696'], [1742292120, '0.1066823'], [1742292180, '0.1696'], [1742292240, '0.1696'], [1742292300, '0.0625586'], [1742292360, '0.1696'], [1742292420, '0.1068316'], [1742292480, '0.1696'], [1742292540, '0.1696'], [1742292600, '0.0624633'], [1742292660, '0.3392'], [1742292720, '0.276525'], [1742292780, '0.1696'], [1742292840, '0.1696'], [1742292900, '0.1696'], [1742292960, '0.3703741'], [1742293020, '0.3703741'], [1742293080, '0.3703741'], [1742293140, '0.3392'], [1742293200, '0.3392'], [1742293260, '0.3392'], [1742293320, '0.2141426'], [1742293380, '0.2141426'], [1742293440, '0.2141426'], [1742293500, '0.2141426'], [1742293560, '0.2141426'], [1742293680, '0.2324273'], [1742293740, '0.3392'], [1742293800, '0.1696'], [1742293860, '0.1696'], [1742293920, '0.1696'], [1742293980, '0.1696'], [1742294040, '0.1696'], [1742294100, '0.1696'], [1742294160, '0.1696'], [1742294220, '0.1696']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth5bec475', 'device': 'veth5bec475', 'dimension': 'sent', 'family': 'veth5bec475', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291640, '-0.1696'], [1742291700, '-0.1069399'], [1742291760, '-0.1696'], [1742291820, '-0.1740982'], [1742291880, '-0.3392'], [1742291940, '-0.276349'], [1742292000, '-0.1696'], [1742292060, '-0.1696'], [1742292120, '-0.1066823'], [1742292180, '-0.1696'], [1742292240, '-0.1696'], [1742292300, '-0.0625586'], [1742292360, '-0.1696'], [1742292420, '-0.1068316'], [1742292480, '-0.1696'], [1742292540, '-0.1696'], [1742292600, '-0.0624633'], [1742292660, '-0.3392'], [1742292720, '-0.276525'], [1742292780, '-0.1696'], [1742292840, '-0.1696'], [1742292900, '-0.1696'], [1742292960, '-0.3039968'], [1742293020, '-0.3039968'], [1742293080, '-0.3039968'], [1742293140, '-0.3392'], [1742293200, '-0.3392'], [1742293260, '-0.3392'], [1742293320, '-0.2141426'], [1742293380, '-0.2141426'], [1742293440, '-0.2141426'], [1742293500, '-0.2141426'], [1742293560, '-0.2141426'], [1742293680, '-0.2324273'], [1742293740, '-0.3392'], [1742293800, '-0.1696'], [1742293860, '-0.1696'], [1742293920, '-0.1696'], [1742293980, '-0.1696'], [1742294040, '-0.1696'], [1742294100, '-0.1696'], [1742294160, '-0.1696'], [1742294220, '-0.1696']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth6280324', 'device': 'veth6280324', 'dimension': 'received', 'family': 'veth6280324', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '0.5745544'], [1742291640, '0'], [1742291700, '0.3424'], [1742291760, '0.5219561'], [1742291820, '0.2139656'], [1742291880, '0.3392'], [1742291940, '0.3392'], [1742292000, '0.3392'], [1742292060, '0.3392'], [1742292120, '0.2595361'], [1742292180, '0.1251757'], [1742292240, '0.3392'], [1742292300, '0.3392'], [1742292360, '0.1251842'], [1742292420, '0'], [1742292480, '0.2137186'], [1742292540, '0.3392'], [1742292600, '0.3392'], [1742292660, '0.2320258'], [1742292720, '0'], [1742292780, '0.3392'], [1742292840, '0.1069701'], [1742292900, '0.6816001'], [1742292960, '0.3392'], [1742293020, '0.3392'], [1742293080, '0.3392'], [1742293140, '0.3392'], [1742293200, '0.3392'], [1742293260, '0.3392'], [1742293320, '0.3392'], [1742293380, '0.3392'], [1742293440, '0.3392'], [1742293500, '0.3392'], [1742293560, '0.3392'], [1742293680, '0.4006806'], [1742293740, '0.5893891'], [1742293800, '0.6816'], [1742293860, '0.736'], [1742293920, '0.5664'], [1742293980, '0.3189298'], [1742294040, '0.3189298'], [1742294100, '0.3189298'], [1742294160, '0.3189298'], [1742294220, '0.3189298']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth6280324', 'device': 'veth6280324', 'dimension': 'sent', 'family': 'veth6280324', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '-0.6961545'], [1742291640, '0'], [1742291700, '-0.3968'], [1742291760, '-0.4675561'], [1742291820, '-0.2139656'], [1742291880, '-0.3392'], [1742291940, '-0.3392'], [1742292000, '-0.3392'], [1742292060, '-0.3392'], [1742292120, '-0.2595361'], [1742292180, '-0.1251757'], [1742292240, '-0.3392'], [1742292300, '-0.3392'], [1742292360, '-0.1251842'], [1742292420, '0'], [1742292480, '-0.2137186'], [1742292540, '-0.3392'], [1742292600, '-0.3392'], [1742292660, '-0.2320258'], [1742292720, '0'], [1742292780, '-0.3392'], [1742292840, '-0.1069701'], [1742292900, '-0.736'], [1742292960, '-0.3392'], [1742293020, '-0.3392'], [1742293080, '-0.3392'], [1742293140, '-0.3392'], [1742293200, '-0.3392'], [1742293260, '-0.3392'], [1742293320, '-0.3392'], [1742293380, '-0.3392'], [1742293440, '-0.3392'], [1742293500, '-0.3392'], [1742293560, '-0.3392'], [1742293680, '-0.4288692'], [1742293740, '-0.555089'], [1742293800, '-0.736'], [1742293860, '-0.6816'], [1742293920, '-0.512'], [1742293980, '-0.3189298'], [1742294040, '-0.3189298'], [1742294100, '-0.3189298'], [1742294160, '-0.3189298'], [1742294220, '-0.3189298']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth6c3f2eb', 'device': 'veth6c3f2eb', 'dimension': 'received', 'family': 'veth6c3f2eb', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '0.237745'], [1742291640, '0.2377558'], [1742291700, '0.2376405'], [1742291760, '0.2378549'], [1742291820, '0.2389159'], [1742291880, '0.2383234'], [1742291940, '0.237899'], [1742292000, '0.2386963'], [1742292060, '0.2397455'], [1742292120, '0.2378285'], [1742292180, '0.2379008'], [1742292240, '0.2376537'], [1742292300, '0.2540779'], [1742292360, '0.2378948'], [1742292420, '0.2375819'], [1742292480, '0.2374564'], [1742292540, '0.6447999'], [1742292600, '0.6448'], [1742292660, '0.6448'], [1742292720, '0.68'], [1742292780, '0.6448'], [1742292840, '0.6448001'], [1742292900, '0.6448001'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0.6799999'], [1742293740, '0.6447999'], [1742293800, '0.6448'], [1742293860, '0.6448'], [1742293920, '0.6447999'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth6c3f2eb', 'device': 'veth6c3f2eb', 'dimension': 'sent', 'family': 'veth6c3f2eb', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '-0.1657196'], [1742291640, '-0.0985241'], [1742291700, '-0.0984763'], [1742291760, '-0.0985652'], [1742291820, '-0.0990049'], [1742291880, '-0.0987593'], [1742291940, '-0.0985835'], [1742292000, '-0.0989138'], [1742292060, '-0.0993487'], [1742292120, '-0.0985543'], [1742292180, '-0.0985842'], [1742292240, '-0.0984818'], [1742292300, '-0.0984478'], [1742292360, '-0.0985817'], [1742292420, '-0.0984521'], [1742292480, '-0.0984'], [1742292540, '-0.2672'], [1742292600, '-0.2672'], [1742292660, '-0.2672'], [1742292720, '-0.3008'], [1742292780, '-0.2672'], [1742292840, '-0.2672'], [1742292900, '-0.2672'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '-0.2672'], [1742293740, '-0.2672'], [1742293800, '-0.2672'], [1742293860, '-0.2672'], [1742293920, '-0.2672'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth6f9c256', 'device': 'veth6f9c256', 'dimension': 'received', 'family': 'veth6f9c256', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291640, '0.9807596'], [1742291700, '0.9810525'], [1742291760, '0.9813552'], [1742291820, '0.8246577'], [1742291880, '0.8241063'], [1742291940, '0.8237021'], [1742292000, '0.8244469'], [1742292060, '0.8254221'], [1742292120, '0.8236333'], [1742292180, '0.8237328'], [1742292240, '0.8235341'], [1742292300, '0.8234249'], [1742292360, '0.8237633'], [1742292420, '0.8234214'], [1742292480, '0.8233325'], [1742292540, '0.8234041'], [1742292600, '0.8230928'], [1742292660, '0.8231306'], [1742292720, '0.8231925'], [1742292780, '0.8234389'], [1742292840, '0.8235899'], [1742292900, '0.8245948'], [1742292960, '0.8284012'], [1742293020, '0.8284012'], [1742293080, '0.8284012'], [1742293140, '1.2032'], [1742293200, '1.2032'], [1742293260, '1.2032'], [1742293320, '1.2032001'], [1742293380, '1.2032001'], [1742293440, '1.2032001'], [1742293500, '1.2032001'], [1742293560, '1.2032001'], [1742293680, '1.07951'], [1742293740, '1.080503'], [1742293800, '0.9242058'], [1742293860, '0.9238872'], [1742293920, '1.5804323'], [1742293980, '0.9797146'], [1742294040, '0.9797146'], [1742294100, '0.9797146'], [1742294160, '0.9797146'], [1742294220, '0.9797146']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth6f9c256', 'device': 'veth6f9c256', 'dimension': 'sent', 'family': 'veth6f9c256', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291640, '-0.5529814'], [1742291700, '-0.5531465'], [1742291760, '-0.5533173'], [1742291820, '-0.4649666'], [1742291880, '-0.4646557'], [1742291940, '-0.4644278'], [1742292000, '-0.4648477'], [1742292060, '-0.4653975'], [1742292120, '-0.4643889'], [1742292180, '-0.4644451'], [1742292240, '-0.4643331'], [1742292300, '-0.4642715'], [1742292360, '-0.4644622'], [1742292420, '-0.4642695'], [1742292480, '-0.4642193'], [1742292540, '-0.4642597'], [1742292600, '-0.4640842'], [1742292660, '-0.4641056'], [1742292720, '-0.4641405'], [1742292780, '-0.4642794'], [1742292840, '-0.4643645'], [1742292900, '-0.4649311'], [1742292960, '-0.4670772'], [1742293020, '-0.4670772'], [1742293080, '-0.4670772'], [1742293140, '-0.6784'], [1742293200, '-0.6784'], [1742293260, '-0.6784'], [1742293320, '-0.6784'], [1742293380, '-0.6784'], [1742293440, '-0.6784'], [1742293500, '-0.6784'], [1742293560, '-0.6784'], [1742293680, '-0.7708282'], [1742293740, '-0.771725'], [1742293800, '-0.6826472'], [1742293860, '-0.6832646'], [1742293920, '-1.4650356'], [1742293980, '-0.5523922'], [1742294040, '-0.5523922'], [1742294100, '-0.5523922'], [1742294160, '-0.5523922'], [1742294220, '-0.5523922']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth7f72cfb', 'device': 'veth7f72cfb', 'dimension': 'received', 'family': 'veth7f72cfb', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '0.1107886'], [1742291640, '0.0672'], [1742291700, '0.1856'], [1742291760, '0.0672'], [1742291820, '0.1856'], [1742291880, '0.0672'], [1742291940, '0.1856'], [1742292000, '0'], [1742292060, '0.1856'], [1742292120, '0.0672'], [1742292180, '0.1169003'], [1742292240, '0.0684017'], [1742292300, '0.0247576'], [1742292360, '0.1856'], [1742292420, '0'], [1742292480, '0.1856'], [1742292540, '0'], [1742292600, '0.1856'], [1742292660, '0'], [1742292720, '0.1171626'], [1742292780, '0.0683758'], [1742292840, '0.0495415'], [1742292900, '0.1856'], [1742292960, '0.0698152'], [1742293020, '0.0698152'], [1742293080, '0.0698152'], [1742293140, '0.0248308'], [1742293200, '0.0248308'], [1742293260, '0.0248308'], [1742293320, '0.1856'], [1742293380, '0.1856'], [1742293440, '0.1856'], [1742293500, '0.1856'], [1742293560, '0.1856'], [1742293680, '0.1856'], [1742293740, '0'], [1742293800, '0.1856'], [1742293860, '0'], [1742293920, '0.1170779'], [1742293980, '0.1167776'], [1742294040, '0.1167776'], [1742294100, '0.1167776'], [1742294160, '0.1167776'], [1742294220, '0.1167776']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth7f72cfb', 'device': 'veth7f72cfb', 'dimension': 'sent', 'family': 'veth7f72cfb', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '-0.1779887'], [1742291640, '-0.0672'], [1742291700, '-0.1856'], [1742291760, '-0.0672'], [1742291820, '-0.1856'], [1742291880, '-0.0672'], [1742291940, '-0.1856'], [1742292000, '0'], [1742292060, '-0.1856'], [1742292120, '-0.0672'], [1742292180, '-0.1169003'], [1742292240, '-0.0684017'], [1742292300, '-0.0247576'], [1742292360, '-0.1856'], [1742292420, '0'], [1742292480, '-0.1856'], [1742292540, '0'], [1742292600, '-0.1856'], [1742292660, '0'], [1742292720, '-0.1171626'], [1742292780, '-0.0683758'], [1742292840, '-0.0495415'], [1742292900, '-0.1856'], [1742292960, '-0.0698152'], [1742293020, '-0.0698152'], [1742293080, '-0.0698152'], [1742293140, '-0.0248308'], [1742293200, '-0.0248308'], [1742293260, '-0.0248308'], [1742293320, '-0.1856'], [1742293380, '-0.1856'], [1742293440, '-0.1856'], [1742293500, '-0.1856'], [1742293560, '-0.1856'], [1742293680, '-0.1856'], [1742293740, '0'], [1742293800, '-0.1856'], [1742293860, '0'], [1742293920, '-0.1170779'], [1742293980, '-0.1167776'], [1742294040, '-0.1167776'], [1742294100, '-0.1167776'], [1742294160, '-0.1167776'], [1742294220, '-0.1167776']]",netdata_net_net_kilobits_persec_average
